COVID_19_Inpatient_Admissions,Date,hospital_name
,6/2/2020,H09
1,6/3/2020,H09
,6/4/2020,H09
4,5/14/2020,H49
1,5/15/2020,H49
2,5/16/2020,H49
1,5/17/2020,H49
,5/18/2020,H49
2,5/19/2020,H49
1,5/20/2020,H49
1,5/21/2020,H49
,4/30/2020,H10
,5/1/2020,H10
,5/2/2020,H10
,5/3/2020,H10
,5/4/2020,H10
,5/5/2020,H10
,5/6/2020,H10
,5/7/2020,H10
,5/8/2020,H10
,5/9/2020,H10
,5/10/2020,H10
,5/11/2020,H10
,5/12/2020,H10
,5/13/2020,H10
1,5/14/2020,H10
2,5/15/2020,H10
1,5/16/2020,H10
1,5/17/2020,H10
1,5/18/2020,H10
2,5/19/2020,H10
1,5/20/2020,H10
,5/21/2020,H10
4,5/22/2020,H10
,5/23/2020,H10
,5/24/2020,H10
,5/25/2020,H10
,5/26/2020,H10
1,5/27/2020,H10
,5/28/2020,H10
,5/29/2020,H10
1,5/30/2020,H10
,5/31/2020,H10
1,6/1/2020,H10
,6/2/2020,H10
,6/3/2020,H10
,6/4/2020,H10
1,4/30/2020,H20
,5/1/2020,H20
2,5/2/2020,H20
1,5/3/2020,H20
1,5/4/2020,H20
,5/5/2020,H20
,5/6/2020,H20
2,5/7/2020,H20
2,5/8/2020,H20
3,5/9/2020,H20
1,5/10/2020,H20
,5/11/2020,H20
7,5/12/2020,H20
2,5/13/2020,H20
3,5/14/2020,H20
5,5/15/2020,H20
,5/16/2020,H20
,5/17/2020,H20
,5/18/2020,H20
,5/19/2020,H20
1,5/20/2020,H20
2,5/21/2020,H20
1,5/22/2020,H20
1,5/23/2020,H20
2,5/24/2020,H20
,5/25/2020,H20
,5/26/2020,H20
1,5/27/2020,H20
,5/28/2020,H20
1,5/29/2020,H20
2,5/30/2020,H20
1,5/31/2020,H20
,6/1/2020,H20
,6/2/2020,H20
1,6/3/2020,H20
1,6/4/2020,H20
,4/30/2020,H50
,5/1/2020,H50
2,5/2/2020,H50
2,5/3/2020,H50
1,5/4/2020,H50
,5/5/2020,H50
,5/6/2020,H50
,5/7/2020,H50
,5/8/2020,H50
3,5/9/2020,H50
,5/10/2020,H50
,5/11/2020,H50
,5/12/2020,H50
,6/5/2020,H47
,6/6/2020,H47
,6/7/2020,H47
,6/8/2020,H47
,6/9/2020,H47
,6/10/2020,H47
,6/11/2020,H47
,6/12/2020,H47
,6/13/2020,H47
,6/14/2020,H47
,6/15/2020,H47
,6/16/2020,H47
,6/17/2020,H47
,6/18/2020,H47
,6/19/2020,H47
,6/20/2020,H47
,6/21/2020,H47
,6/22/2020,H47
1,6/5/2020,H49
,6/6/2020,H49
,6/7/2020,H49
,6/8/2020,H49
,6/9/2020,H49
,6/10/2020,H49
1,6/11/2020,H49
,6/12/2020,H49
,6/13/2020,H49
,6/14/2020,H49
,6/15/2020,H49
,6/16/2020,H49
1,6/17/2020,H49
1,6/18/2020,H49
,6/19/2020,H49
1,6/20/2020,H49
,6/21/2020,H49
,6/22/2020,H49
1,6/5/2020,H08
1,6/6/2020,H08
,6/7/2020,H08
,6/8/2020,H08
1,6/9/2020,H08
,6/10/2020,H08
2,6/11/2020,H08
3,6/12/2020,H08
,6/13/2020,H08
2,6/14/2020,H08
2,6/15/2020,H08
1,6/16/2020,H08
,6/17/2020,H08
5,6/18/2020,H08
5,6/19/2020,H08
1,6/20/2020,H08
,6/21/2020,H08
,6/22/2020,H08
1,6/5/2020,H17
,6/6/2020,H17
1,6/7/2020,H17
1,6/8/2020,H17
1,6/9/2020,H17
,6/10/2020,H17
,6/11/2020,H17
,6/12/2020,H17
1,6/13/2020,H17
,6/14/2020,H17
1,6/15/2020,H17
1,6/16/2020,H17
3,6/17/2020,H17
2,6/18/2020,H17
1,6/19/2020,H17
,6/20/2020,H17
,6/21/2020,H17
,6/22/2020,H17
,6/5/2020,H50
,6/6/2020,H50
,6/7/2020,H50
,6/8/2020,H50
1,6/9/2020,H50
,6/10/2020,H50
,6/11/2020,H50
1,6/12/2020,H50
2,6/13/2020,H50
,6/14/2020,H50
,6/15/2020,H50
1,6/16/2020,H50
2,6/17/2020,H50
1,6/18/2020,H50
1,6/19/2020,H50
1,6/20/2020,H50
,6/21/2020,H50
,6/22/2020,H50
1,6/5/2020,H20
2,6/6/2020,H20
2,6/7/2020,H20
1,6/8/2020,H20
1,6/9/2020,H20
1,6/10/2020,H20
,6/11/2020,H20
1,6/12/2020,H20
1,6/13/2020,H20
3,6/14/2020,H20
1,6/15/2020,H20
1,6/16/2020,H20
6,6/17/2020,H20
2,6/18/2020,H20
5,6/19/2020,H20
,6/20/2020,H20
2,6/21/2020,H20
1,6/22/2020,H20
,6/5/2020,H51
,6/6/2020,H51
,6/7/2020,H51
,6/8/2020,H51
,6/9/2020,H51
,6/10/2020,H51
,6/11/2020,H51
,6/12/2020,H51
,6/13/2020,H51
1,6/14/2020,H51
,6/15/2020,H51
,6/16/2020,H51
,6/17/2020,H51
1,6/18/2020,H51
1,6/19/2020,H51
,6/20/2020,H51
,6/21/2020,H51
,6/22/2020,H51
,6/5/2020,H10
1,6/6/2020,H10
1,6/7/2020,H10
,6/8/2020,H10
,6/9/2020,H10
,6/10/2020,H10
,6/11/2020,H10
1,6/12/2020,H10
1,6/13/2020,H10
5,6/14/2020,H10
,6/15/2020,H10
1,6/16/2020,H10
1,6/17/2020,H10
3,6/18/2020,H10
1,6/19/2020,H10
,6/20/2020,H10
1,6/21/2020,H10
,6/22/2020,H10
,6/5/2020,H06
,6/6/2020,H06
,6/7/2020,H06
,6/8/2020,H06
,6/9/2020,H06
,6/10/2020,H06
,6/11/2020,H06
,6/12/2020,H06
,6/13/2020,H06
,6/14/2020,H06
,6/15/2020,H06
,6/16/2020,H06
1,6/17/2020,H06
,6/18/2020,H06
,6/19/2020,H06
3,6/20/2020,H06
,6/21/2020,H06
,6/22/2020,H06
1,6/5/2020,H07
1,6/6/2020,H07
,6/7/2020,H07
1,6/8/2020,H07
1,6/9/2020,H07
,6/10/2020,H07
,6/11/2020,H07
1,6/12/2020,H07
1,6/13/2020,H07
,6/14/2020,H07
1,6/15/2020,H07
,6/16/2020,H07
1,6/17/2020,H07
1,6/18/2020,H07
,6/19/2020,H07
,6/20/2020,H07
2,6/21/2020,H07
,6/22/2020,H07
,6/5/2020,H15
1,6/6/2020,H15
,6/7/2020,H15
1,6/8/2020,H15
1,6/9/2020,H15
2,6/10/2020,H15
5,6/11/2020,H15
,6/12/2020,H15
2,6/13/2020,H15
2,6/14/2020,H15
1,6/15/2020,H15
,6/16/2020,H15
,6/17/2020,H15
1,6/18/2020,H15
4,6/19/2020,H15
3,6/20/2020,H15
2,6/21/2020,H15
,6/22/2020,H15
,6/5/2020,H29
1,6/6/2020,H29
1,6/7/2020,H29
,6/8/2020,H29
,6/9/2020,H29
,6/10/2020,H29
,6/11/2020,H29
1,6/12/2020,H29
1,6/13/2020,H29
5,6/14/2020,H29
,6/15/2020,H29
1,6/16/2020,H29
1,6/17/2020,H29
3,6/18/2020,H29
1,6/19/2020,H29
,6/20/2020,H29
1,6/21/2020,H29
,6/22/2020,H29
0,6/8/2020,H05
10,6/11/2020,H01
0,6/9/2020,H11
0,6/9/2020,H34
0,6/9/2020,H18
0,6/9/2020,H32
0,6/9/2020,H35
0,6/9/2020,H41
0,6/9/2020,H39
0,6/9/2020,H43
0,6/9/2020,H38
8,6/10/2020,H01
7,6/9/2020,H01
3,6/10/2020,H05
0,6/11/2020,H05
4,6/14/2020,H05
1,6/15/2020,H05
5,6/17/2020,H05
0,6/17/2020,H44
0,6/17/2020,H11
0,6/17/2020,H34
0,6/17/2020,H18
0,6/17/2020,H23
0,6/17/2020,H32
0,6/17/2020,H35
0,6/17/2020,H41
0,6/17/2020,H39
0,6/17/2020,H43
0,6/17/2020,H38
0,6/17/2020,H02
2,6/14/2020,H03
3,6/15/2020,H03
2,6/16/2020,H03
2,6/17/2020,H03
5,6/18/2020,H03
7,6/19/2020,H03
3,6/20/2020,H03
3,6/21/2020,H03
,6/22/2020,H03
0,6/15/2020,H44
0,6/15/2020,H11
0,6/15/2020,H34
0,6/15/2020,H18
0,6/15/2020,H23
0,6/15/2020,H32
0,6/15/2020,H35
0,6/15/2020,H41
0,6/15/2020,H39
0,6/15/2020,H43
0,6/15/2020,H38
0,6/15/2020,H02
16,6/16/2020,H01
0,6/16/2020,H44
0,6/16/2020,H11
0,6/16/2020,H34
0,6/16/2020,H18
0,6/16/2020,H23
6,6/15/2020,H01
3,6/16/2020,H05
0,6/16/2020,H32
0,6/16/2020,H35
0,6/16/2020,H41
0,6/16/2020,H39
0,6/16/2020,H43
0,6/16/2020,H38
0,6/16/2020,H02
18,6/17/2020,H01
23,6/18/2020,H01
5,6/19/2020,H05
2,6/20/2020,H05
20,6/20/2020,H01
11,6/21/2020,H01
6,6/18/2020,H05
0,6/18/2020,H44
0,6/18/2020,H11
0,6/18/2020,H34
0,6/18/2020,H18
0,6/18/2020,H23
0,6/18/2020,H32
0,6/18/2020,H35
0,6/18/2020,H41
0,6/18/2020,H39
0,6/18/2020,H43
0,6/18/2020,H38
0,6/18/2020,H02
18,6/19/2020,H01
4,6/21/2020,H05
,5/13/2020,H50
,5/14/2020,H50
,5/15/2020,H50
,5/16/2020,H50
,5/17/2020,H50
,5/18/2020,H50
,5/19/2020,H50
1,5/20/2020,H50
,5/21/2020,H50
,5/22/2020,H50
2,5/23/2020,H50
,5/24/2020,H50
,5/25/2020,H50
,5/26/2020,H50
,5/27/2020,H50
,5/28/2020,H50
,5/29/2020,H50
,5/30/2020,H50
,5/31/2020,H50
,6/1/2020,H50
,6/2/2020,H50
,6/3/2020,H50
,6/4/2020,H50
,4/30/2020,H51
,5/1/2020,H51
,5/2/2020,H51
,5/3/2020,H51
,5/4/2020,H51
,5/5/2020,H51
,5/6/2020,H51
,5/7/2020,H51
,5/8/2020,H51
,5/9/2020,H51
,5/10/2020,H51
,5/11/2020,H51
,5/12/2020,H51
,5/13/2020,H51
,5/14/2020,H51
,5/15/2020,H51
,5/16/2020,H51
1,5/17/2020,H51
,5/18/2020,H51
,5/19/2020,H51
,5/20/2020,H51
,5/21/2020,H51
,5/22/2020,H51
,5/23/2020,H51
,5/24/2020,H51
,5/25/2020,H51
,5/26/2020,H51
,5/27/2020,H51
,5/28/2020,H51
,5/29/2020,H51
,5/30/2020,H51
1,5/31/2020,H51
1,6/1/2020,H51
,6/2/2020,H51
,6/3/2020,H51
,6/4/2020,H51
,4/30/2020,H07
,5/1/2020,H07
,5/2/2020,H07
,5/3/2020,H07
,5/4/2020,H07
,5/5/2020,H07
1,5/6/2020,H07
,5/7/2020,H07
,5/8/2020,H07
2,5/9/2020,H07
,5/10/2020,H07
,5/11/2020,H07
,5/12/2020,H07
,5/13/2020,H07
,5/14/2020,H07
1,5/15/2020,H07
1,5/16/2020,H07
,5/17/2020,H07
,5/18/2020,H07
,5/19/2020,H07
1,5/20/2020,H07
1,5/21/2020,H07
1,5/22/2020,H07
1,5/23/2020,H07
2,5/24/2020,H07
,5/25/2020,H07
,5/26/2020,H07
1,5/27/2020,H07
,5/28/2020,H07
,5/29/2020,H07
,5/30/2020,H07
,5/31/2020,H07
,6/1/2020,H07
1,6/2/2020,H07
,6/3/2020,H07
,6/4/2020,H07
,4/30/2020,H06
,5/1/2020,H06
,5/2/2020,H06
,5/3/2020,H06
,5/4/2020,H06
,5/5/2020,H06
,5/6/2020,H06
,5/7/2020,H06
,5/8/2020,H06
,5/9/2020,H06
,5/10/2020,H06
,5/11/2020,H06
,5/12/2020,H06
,5/13/2020,H06
,5/14/2020,H06
,5/15/2020,H06
,5/16/2020,H06
,5/17/2020,H06
,5/18/2020,H06
,5/19/2020,H06
,5/20/2020,H06
,5/21/2020,H06
,5/22/2020,H06
,5/23/2020,H06
,5/24/2020,H06
,5/25/2020,H06
,5/26/2020,H06
,5/27/2020,H06
,5/28/2020,H06
,5/29/2020,H06
,5/30/2020,H06
,5/31/2020,H06
,6/1/2020,H06
1,6/2/2020,H06
,6/3/2020,H06
,6/4/2020,H06
,4/30/2020,H15
,5/1/2020,H15
1,5/2/2020,H15
,5/3/2020,H15
,5/4/2020,H15
,5/5/2020,H15
,5/6/2020,H15
,5/7/2020,H15
,5/8/2020,H15
,5/9/2020,H15
,5/10/2020,H15
2,5/11/2020,H15
,5/12/2020,H15
9,5/13/2020,H15
1,5/14/2020,H15
6,5/15/2020,H15
4,5/16/2020,H15
,5/17/2020,H15
,5/18/2020,H15
1,5/19/2020,H15
,5/20/2020,H15
1,5/21/2020,H15
,5/22/2020,H15
1,5/23/2020,H15
,5/24/2020,H15
2,5/25/2020,H15
2,5/26/2020,H15
1,5/27/2020,H15
1,5/28/2020,H15
,5/29/2020,H15
,5/30/2020,H15
,5/31/2020,H15
,6/1/2020,H15
,6/2/2020,H15
1,6/3/2020,H15
,6/4/2020,H15
,4/30/2020,H29
,5/1/2020,H29
,5/2/2020,H29
,5/3/2020,H29
,5/4/2020,H29
,5/5/2020,H29
,5/6/2020,H29
,5/7/2020,H29
,5/8/2020,H29
,5/9/2020,H29
,5/10/2020,H29
,5/11/2020,H29
,5/12/2020,H29
,5/13/2020,H29
1,5/14/2020,H29
2,5/15/2020,H29
1,5/16/2020,H29
1,5/17/2020,H29
1,5/18/2020,H29
2,5/19/2020,H29
1,5/20/2020,H29
,5/21/2020,H29
4,5/22/2020,H29
,5/23/2020,H29
,5/24/2020,H29
,5/25/2020,H29
,5/26/2020,H29
1,5/27/2020,H29
,5/28/2020,H29
,5/29/2020,H29
1,5/30/2020,H29
,5/31/2020,H29
1,6/1/2020,H29
,6/2/2020,H29
,6/3/2020,H29
,6/4/2020,H29
5,4/30/2020,H05
0,5/3/2020,H05
0,5/1/2020,H04
0,5/2/2020,H04
0,5/3/2020,H04
0,5/4/2020,H04
0,5/5/2020,H04
0,5/6/2020,H04
0,5/7/2020,H04
0,5/8/2020,H04
0,5/9/2020,H04
0,5/10/2020,H04
0,5/11/2020,H04
0,5/12/2020,H04
0,5/13/2020,H04
0,5/14/2020,H04
0,5/15/2020,H04
0,5/16/2020,H04
0,5/17/2020,H04
0,5/18/2020,H04
0,5/19/2020,H04
0,5/20/2020,H04
0,5/21/2020,H04
0,5/22/2020,H04
0,5/23/2020,H04
0,5/24/2020,H04
0,5/25/2020,H04
0,5/26/2020,H04
0,5/27/2020,H04
0,5/28/2020,H04
0,5/29/2020,H04
0,5/30/2020,H04
0,5/31/2020,H04
0,5/1/2020,H05
0,5/1/2020,H11
0,5/2/2020,H11
0,5/3/2020,H11
0,5/4/2020,H11
0,5/5/2020,H11
0,5/6/2020,H11
0,5/7/2020,H11
0,5/8/2020,H11
0,5/1/2020,H13
0,5/2/2020,H13
1,5/3/2020,H13
0,5/4/2020,H13
0,5/5/2020,H13
0,5/6/2020,H13
1,5/7/2020,H13
4,5/8/2020,H13
0,5/9/2020,H13
0,5/10/2020,H13
0,5/11/2020,H13
1,5/12/2020,H13
0,5/13/2020,H13
0,5/14/2020,H13
0,5/15/2020,H13
0,5/16/2020,H13
2,5/17/2020,H13
0,5/18/2020,H13
1,5/19/2020,H13
0,5/20/2020,H13
0,5/21/2020,H13
0,5/22/2020,H13
0,5/23/2020,H13
1,5/24/2020,H13
0,5/25/2020,H13
0,5/26/2020,H13
0,5/27/2020,H13
0,5/28/2020,H13
0,5/29/2020,H13
2,5/30/2020,H13
0,5/31/2020,H13
0,5/1/2020,H16
1,5/2/2020,H16
0,5/3/2020,H16
0,5/4/2020,H16
0,5/5/2020,H16
0,5/6/2020,H16
0,5/7/2020,H16
0,5/8/2020,H16
0,5/9/2020,H16
0,5/10/2020,H16
0,5/11/2020,H16
0,5/12/2020,H16
1,5/13/2020,H16
0,5/14/2020,H16
0,5/15/2020,H16
0,5/16/2020,H16
0,5/17/2020,H16
0,5/18/2020,H16
1,5/19/2020,H16
0,5/20/2020,H16
0,5/21/2020,H16
1,5/22/2020,H16
0,5/23/2020,H16
0,5/24/2020,H16
0,5/25/2020,H16
0,5/26/2020,H16
0,5/27/2020,H16
0,5/28/2020,H16
0,5/29/2020,H16
0,5/30/2020,H16
0,5/31/2020,H16
0,5/1/2020,H18
0,5/2/2020,H18
0,5/3/2020,H18
0,5/4/2020,H18
0,5/5/2020,H18
0,5/6/2020,H18
0,5/7/2020,H18
0,5/8/2020,H18
0,5/9/2020,H18
0,5/10/2020,H18
0,5/11/2020,H18
0,5/12/2020,H18
0,5/13/2020,H18
0,5/14/2020,H18
0,5/15/2020,H18
0,5/16/2020,H18
0,5/17/2020,H18
0,5/18/2020,H18
0,5/19/2020,H18
0,5/20/2020,H18
0,5/21/2020,H18
0,5/22/2020,H18
0,5/23/2020,H18
0,5/24/2020,H18
0,5/25/2020,H18
0,5/26/2020,H18
0,5/27/2020,H18
0,5/28/2020,H18
0,5/29/2020,H18
0,5/30/2020,H18
0,5/1/2020,H19
0,5/2/2020,H19
0,5/3/2020,H19
0,5/4/2020,H19
0,5/5/2020,H19
0,5/6/2020,H19
0,5/7/2020,H19
0,5/8/2020,H19
0,5/9/2020,H19
1,5/10/2020,H19
0,5/11/2020,H19
0,5/12/2020,H19
1,5/13/2020,H19
0,5/14/2020,H19
0,5/15/2020,H19
0,5/16/2020,H19
0,5/17/2020,H19
0,5/18/2020,H19
0,5/19/2020,H19
0,5/20/2020,H19
0,5/21/2020,H19
0,5/22/2020,H19
0,5/23/2020,H19
0,5/24/2020,H19
0,5/25/2020,H19
0,5/26/2020,H19
0,5/27/2020,H19
0,5/28/2020,H19
0,5/29/2020,H19
0,5/30/2020,H19
0,5/31/2020,H19
0,5/1/2020,H21
0,5/2/2020,H21
0,5/3/2020,H21
0,5/4/2020,H21
0,5/5/2020,H21
0,5/6/2020,H21
0,5/7/2020,H21
0,5/8/2020,H21
0,5/9/2020,H21
0,5/10/2020,H21
0,5/11/2020,H21
0,5/12/2020,H21
0,5/13/2020,H21
0,5/14/2020,H21
0,5/15/2020,H21
0,5/16/2020,H21
0,5/17/2020,H21
0,5/18/2020,H21
0,5/19/2020,H21
0,5/20/2020,H21
0,5/21/2020,H21
0,5/22/2020,H21
0,5/23/2020,H21
0,5/24/2020,H21
0,5/25/2020,H21
0,5/26/2020,H21
0,5/27/2020,H21
0,5/28/2020,H21
0,5/29/2020,H21
0,5/30/2020,H21
0,5/31/2020,H21
0,5/1/2020,H23
0,5/2/2020,H23
0,5/3/2020,H23
0,5/4/2020,H23
0,5/5/2020,H23
0,5/6/2020,H23
0,5/7/2020,H23
0,5/8/2020,H23
0,5/9/2020,H23
0,5/10/2020,H23
0,5/11/2020,H23
0,5/12/2020,H23
0,5/13/2020,H23
0,5/14/2020,H23
0,5/15/2020,H23
0,5/16/2020,H23
0,5/17/2020,H23
0,5/18/2020,H23
0,5/19/2020,H23
0,5/20/2020,H23
0,5/21/2020,H23
0,5/22/2020,H23
0,5/23/2020,H23
0,5/24/2020,H23
0,5/25/2020,H23
0,5/26/2020,H23
0,5/27/2020,H23
0,5/28/2020,H23
0,5/29/2020,H23
0,5/30/2020,H23
0,5/31/2020,H23
0,6/1/2020,H23
0,6/2/2020,H23
0,6/3/2020,H23
0,6/4/2020,H23
0,6/5/2020,H23
0,6/6/2020,H23
0,6/7/2020,H23
0,6/8/2020,H23
0,6/9/2020,H23
0,6/10/2020,H23
0,6/11/2020,H23
0,6/12/2020,H23
0,6/13/2020,H23
6,5/1/2020,H24
2,5/2/2020,H24
6,5/3/2020,H24
5,5/4/2020,H24
2,5/5/2020,H24
1,5/6/2020,H24
1,5/7/2020,H24
0,5/8/2020,H24
0,5/9/2020,H24
3,5/10/2020,H24
1,5/11/2020,H24
1,5/12/2020,H24
0,5/13/2020,H24
3,5/14/2020,H24
3,5/15/2020,H24
0,5/16/2020,H24
3,5/17/2020,H24
0,5/18/2020,H24
2,5/19/2020,H24
1,5/20/2020,H24
0,5/21/2020,H24
5,5/22/2020,H24
1,5/23/2020,H24
2,5/24/2020,H24
1,5/25/2020,H24
1,5/26/2020,H24
5,5/27/2020,H24
3,5/28/2020,H24
4,5/29/2020,H24
3,5/30/2020,H24
0,5/31/2020,H24
0,5/1/2020,H25
0,5/2/2020,H25
0,5/3/2020,H25
0,5/4/2020,H25
0,5/5/2020,H25
0,5/6/2020,H25
0,5/7/2020,H25
0,5/8/2020,H25
0,5/9/2020,H25
0,5/10/2020,H25
0,5/11/2020,H25
0,5/12/2020,H25
1,5/13/2020,H25
3,5/14/2020,H25
0,5/15/2020,H25
0,5/16/2020,H25
0,5/17/2020,H25
0,5/18/2020,H25
0,5/19/2020,H25
0,5/20/2020,H25
0,5/21/2020,H25
0,5/22/2020,H25
0,5/23/2020,H25
0,5/24/2020,H25
0,5/25/2020,H25
0,5/26/2020,H25
0,5/27/2020,H25
0,5/28/2020,H25
0,5/29/2020,H25
0,5/30/2020,H25
0,5/31/2020,H25
1,5/1/2020,H27
0,5/2/2020,H27
0,5/3/2020,H27
1,5/4/2020,H27
0,5/5/2020,H27
0,5/6/2020,H27
0,5/7/2020,H27
0,5/8/2020,H27
0,5/9/2020,H27
0,5/10/2020,H27
0,5/11/2020,H27
0,5/12/2020,H27
0,5/13/2020,H27
1,5/14/2020,H27
0,5/15/2020,H27
0,5/16/2020,H27
1,5/17/2020,H27
0,5/18/2020,H27
0,5/19/2020,H27
0,5/20/2020,H27
0,5/21/2020,H27
0,5/22/2020,H27
0,5/23/2020,H27
0,5/24/2020,H27
0,5/25/2020,H27
0,5/26/2020,H27
0,5/27/2020,H27
0,5/28/2020,H27
0,5/29/2020,H27
0,5/30/2020,H27
0,5/31/2020,H27
0,5/1/2020,H32
0,5/2/2020,H32
0,5/3/2020,H32
0,5/4/2020,H32
0,5/5/2020,H32
0,5/6/2020,H32
0,5/7/2020,H32
0,5/8/2020,H32
0,5/9/2020,H32
0,5/10/2020,H32
0,5/11/2020,H32
0,5/12/2020,H32
0,5/13/2020,H32
0,5/14/2020,H32
0,5/15/2020,H32
0,5/16/2020,H32
0,5/17/2020,H32
0,5/18/2020,H32
0,5/19/2020,H32
0,5/20/2020,H32
0,5/21/2020,H32
0,5/22/2020,H32
0,5/23/2020,H32
0,5/1/2020,H34
0,5/2/2020,H34
0,5/3/2020,H34
0,5/4/2020,H34
0,5/5/2020,H34
0,5/6/2020,H34
0,5/7/2020,H34
0,5/8/2020,H34
0,5/9/2020,H34
0,5/10/2020,H34
0,5/11/2020,H34
0,5/12/2020,H34
0,5/13/2020,H34
0,5/14/2020,H34
0,5/15/2020,H34
0,5/16/2020,H34
0,5/17/2020,H34
0,5/18/2020,H34
0,5/19/2020,H34
0,5/20/2020,H34
0,5/21/2020,H34
0,5/22/2020,H34
0,5/23/2020,H34
0,5/24/2020,H34
0,5/25/2020,H34
0,5/26/2020,H34
0,5/27/2020,H34
0,5/28/2020,H34
0,5/29/2020,H34
0,5/30/2020,H34
0,5/1/2020,H35
0,5/2/2020,H35
0,5/3/2020,H35
0,5/4/2020,H35
0,5/5/2020,H35
0,5/6/2020,H35
0,5/7/2020,H35
0,5/8/2020,H35
0,5/9/2020,H35
0,5/10/2020,H35
0,5/11/2020,H35
0,5/12/2020,H35
0,5/13/2020,H35
0,5/14/2020,H35
0,5/15/2020,H35
0,5/16/2020,H35
0,5/17/2020,H35
0,5/18/2020,H35
0,5/19/2020,H35
0,5/20/2020,H35
0,5/21/2020,H35
0,5/22/2020,H35
0,5/23/2020,H35
0,5/24/2020,H35
0,5/25/2020,H35
0,5/26/2020,H35
0,5/27/2020,H35
0,5/28/2020,H35
0,5/29/2020,H35
0,5/30/2020,H35
0,5/31/2020,H35
0,6/1/2020,H35
0,6/2/2020,H35
0,6/3/2020,H35
0,6/4/2020,H35
0,6/5/2020,H35
0,6/6/2020,H35
0,5/1/2020,H52
0,5/2/2020,H52
0,5/3/2020,H52
0,5/4/2020,H52
0,5/5/2020,H52
0,5/6/2020,H52
0,5/7/2020,H52
0,5/8/2020,H52
0,5/9/2020,H52
0,5/10/2020,H52
0,5/11/2020,H52
0,5/12/2020,H52
0,5/13/2020,H52
0,5/14/2020,H52
0,5/15/2020,H52
0,5/16/2020,H52
0,5/17/2020,H52
0,5/18/2020,H52
0,5/19/2020,H52
0,5/20/2020,H52
0,5/21/2020,H52
0,5/22/2020,H52
0,5/23/2020,H52
0,5/24/2020,H52
0,5/25/2020,H52
0,5/26/2020,H52
0,5/27/2020,H52
0,5/28/2020,H52
0,5/29/2020,H52
0,5/30/2020,H52
0,5/31/2020,H52
0,6/1/2020,H52
0,6/2/2020,H52
0,6/3/2020,H52
0,6/4/2020,H52
0,6/5/2020,H52
0,6/6/2020,H52
0,6/7/2020,H52
0,6/8/2020,H52
0,6/9/2020,H52
0,6/10/2020,H52
0,6/11/2020,H52
0,6/12/2020,H52
0,6/13/2020,H52
0,6/14/2020,H52
0,6/15/2020,H52
0,6/16/2020,H52
0,6/17/2020,H52
0,6/18/2020,H52
0,6/19/2020,H52
0,6/20/2020,H52
0,6/21/2020,H52
,6/22/2020,H52
0,5/1/2020,H02
0,5/2/2020,H02
0,5/3/2020,H02
0,5/4/2020,H02
0,5/5/2020,H02
0,5/6/2020,H02
