COVID_19_Inpatient_Admissions,Date,hospital_name
0,5/7/2020,H02
0,5/8/2020,H02
0,5/9/2020,H02
0,5/10/2020,H02
0,5/11/2020,H02
0,5/12/2020,H02
0,5/13/2020,H02
0,5/14/2020,H02
0,5/15/2020,H02
0,5/16/2020,H02
0,5/17/2020,H02
0,5/18/2020,H02
0,5/19/2020,H02
0,5/20/2020,H02
0,5/21/2020,H02
0,5/22/2020,H02
0,5/23/2020,H02
0,5/24/2020,H02
0,5/25/2020,H02
0,5/26/2020,H02
0,5/27/2020,H02
0,5/28/2020,H02
0,5/29/2020,H02
0,5/30/2020,H02
0,5/31/2020,H02
0,6/1/2020,H02
0,6/2/2020,H02
0,6/3/2020,H02
0,6/4/2020,H02
0,6/5/2020,H02
0,6/6/2020,H02
0,6/7/2020,H02
0,6/8/2020,H02
0,6/9/2020,H02
0,6/10/2020,H02
0,6/11/2020,H02
0,5/1/2020,H41
0,5/2/2020,H41
0,5/3/2020,H41
0,5/4/2020,H41
0,5/5/2020,H41
0,5/6/2020,H41
0,5/7/2020,H41
0,5/8/2020,H41
0,5/9/2020,H41
0,5/10/2020,H41
0,5/11/2020,H41
0,5/12/2020,H41
0,5/13/2020,H41
0,5/14/2020,H41
0,5/15/2020,H41
0,5/16/2020,H41
0,5/17/2020,H41
0,5/18/2020,H41
0,5/19/2020,H41
0,5/20/2020,H41
0,5/21/2020,H41
0,5/22/2020,H41
0,5/23/2020,H41
0,5/24/2020,H41
0,5/25/2020,H41
0,5/26/2020,H41
0,5/27/2020,H41
0,5/28/2020,H41
0,5/1/2020,H48
0,5/2/2020,H48
0,5/3/2020,H48
0,5/4/2020,H48
0,5/5/2020,H48
0,5/6/2020,H48
0,5/7/2020,H48
0,5/8/2020,H48
0,5/9/2020,H48
0,5/10/2020,H48
0,5/11/2020,H48
0,5/12/2020,H48
0,5/13/2020,H48
0,5/14/2020,H48
0,5/15/2020,H48
0,5/16/2020,H48
0,5/17/2020,H48
0,5/18/2020,H48
0,5/19/2020,H48
0,5/20/2020,H48
0,5/21/2020,H48
0,5/22/2020,H48
0,5/23/2020,H48
0,5/24/2020,H48
0,5/25/2020,H48
0,5/26/2020,H48
0,5/27/2020,H48
0,5/28/2020,H48
0,5/29/2020,H48
0,5/30/2020,H48
0,5/31/2020,H48
0,5/1/2020,H42
0,5/2/2020,H42
0,5/3/2020,H42
0,5/4/2020,H42
0,5/5/2020,H42
0,5/6/2020,H42
0,5/7/2020,H42
0,5/8/2020,H42
0,5/9/2020,H42
0,5/10/2020,H42
0,5/11/2020,H42
0,5/12/2020,H42
0,5/13/2020,H42
0,5/14/2020,H42
0,5/15/2020,H42
0,5/16/2020,H42
0,5/17/2020,H42
0,5/18/2020,H42
0,5/19/2020,H42
0,5/20/2020,H42
0,5/21/2020,H42
0,5/22/2020,H42
0,5/23/2020,H42
0,5/24/2020,H42
0,5/25/2020,H42
0,5/26/2020,H42
0,5/27/2020,H42
0,5/28/2020,H42
0,5/29/2020,H42
0,5/30/2020,H42
0,5/31/2020,H42
0,5/1/2020,H43
0,5/2/2020,H43
0,5/3/2020,H43
0,5/4/2020,H43
0,5/5/2020,H43
0,5/6/2020,H43
0,5/7/2020,H43
0,5/8/2020,H43
0,5/9/2020,H43
0,5/10/2020,H43
0,5/11/2020,H43
0,5/12/2020,H43
0,5/13/2020,H43
0,5/14/2020,H43
0,5/15/2020,H43
0,5/16/2020,H43
0,5/17/2020,H43
0,5/18/2020,H43
0,5/19/2020,H43
0,5/20/2020,H43
0,5/21/2020,H43
0,5/22/2020,H43
0,5/1/2020,H38
0,5/2/2020,H38
0,5/3/2020,H38
0,5/4/2020,H38
0,5/5/2020,H38
0,5/6/2020,H38
0,5/7/2020,H38
0,5/8/2020,H38
0,5/9/2020,H38
0,5/10/2020,H38
0,5/11/2020,H38
0,5/12/2020,H38
0,5/13/2020,H38
0,5/14/2020,H38
0,5/15/2020,H38
0,5/16/2020,H38
0,5/17/2020,H38
0,5/18/2020,H38
0,5/1/2020,H44
0,5/2/2020,H44
0,5/3/2020,H44
0,5/4/2020,H44
0,5/5/2020,H44
0,5/6/2020,H44
0,5/7/2020,H44
0,5/8/2020,H44
0,5/9/2020,H44
0,5/1/2020,H45
0,5/2/2020,H45
0,5/3/2020,H45
0,5/4/2020,H45
0,5/5/2020,H45
0,5/6/2020,H45
0,5/7/2020,H45
0,5/8/2020,H45
0,5/9/2020,H45
0,5/10/2020,H45
0,5/11/2020,H45
0,5/12/2020,H45
0,5/13/2020,H45
0,5/14/2020,H45
0,5/15/2020,H45
0,5/16/2020,H45
0,5/17/2020,H45
0,5/18/2020,H45
0,5/19/2020,H45
0,5/20/2020,H45
0,5/21/2020,H45
0,5/22/2020,H45
0,5/23/2020,H45
0,5/24/2020,H45
0,5/25/2020,H45
0,5/26/2020,H45
0,5/27/2020,H45
0,5/28/2020,H45
0,5/29/2020,H45
0,5/30/2020,H45
0,5/31/2020,H45
0,6/1/2020,H45
0,6/2/2020,H45
0,6/3/2020,H45
0,6/4/2020,H45
0,6/5/2020,H45
0,6/6/2020,H45
0,6/7/2020,H45
0,6/8/2020,H45
0,6/9/2020,H45
0,6/10/2020,H45
0,6/11/2020,H45
0,6/12/2020,H45
0,6/13/2020,H45
0,6/14/2020,H45
0,6/15/2020,H45
0,6/16/2020,H45
0,6/17/2020,H45
0,6/18/2020,H45
0,6/19/2020,H45
0,6/20/2020,H45
0,6/21/2020,H45
,6/22/2020,H45
0,5/1/2020,H39
0,5/2/2020,H39
0,5/3/2020,H39
0,5/4/2020,H39
0,5/5/2020,H39
0,5/6/2020,H39
0,5/7/2020,H39
0,5/8/2020,H39
0,5/9/2020,H39
0,5/10/2020,H39
0,5/11/2020,H39
0,5/12/2020,H39
0,5/13/2020,H39
0,5/14/2020,H39
0,5/15/2020,H39
0,5/16/2020,H39
0,5/17/2020,H39
0,5/18/2020,H39
0,5/19/2020,H39
0,5/20/2020,H39
0,5/21/2020,H39
0,5/22/2020,H39
0,5/23/2020,H39
0,5/24/2020,H39
3,5/1/2020,H53
1,5/2/2020,H53
0,5/3/2020,H53
0,5/4/2020,H53
1,5/5/2020,H53
0,5/6/2020,H53
0,5/7/2020,H53
0,5/8/2020,H53
0,5/9/2020,H53
1,5/10/2020,H53
0,5/11/2020,H53
2,5/12/2020,H53
0,5/13/2020,H53
1,5/14/2020,H53
0,5/15/2020,H53
0,5/16/2020,H53
0,5/17/2020,H53
0,5/18/2020,H53
0,5/19/2020,H53
0,5/20/2020,H53
0,5/21/2020,H53
0,5/22/2020,H53
0,5/23/2020,H53
0,5/24/2020,H53
0,5/25/2020,H53
0,5/26/2020,H53
0,5/27/2020,H53
0,5/28/2020,H53
0,5/29/2020,H53
0,5/30/2020,H53
0,5/31/2020,H53
4,5/2/2020,H01
2,5/2/2020,H05
6,5/3/2020,H01
4,5/4/2020,H01
3,5/25/2020,H01
3,5/5/2020,H01
0,5/6/2020,H01
1,5/7/2020,H01
0,5/4/2020,H05
1,5/5/2020,H05
1,5/5/2020,H22
0,5/6/2020,H22
3,5/7/2020,H22
2,5/8/2020,H22
0,5/9/2020,H22
2,5/10/2020,H22
2,5/11/2020,H22
1,5/12/2020,H22
0,5/5/2020,H30
1,5/6/2020,H30
0,5/7/2020,H30
0,5/8/2020,H30
3,5/9/2020,H30
0,5/10/2020,H30
3,5/11/2020,H30
0,5/10/2020,H44
0,5/11/2020,H44
0,5/12/2020,H44
0,5/13/2020,H44
0,5/14/2020,H44
0,5/15/2020,H44
2,5/6/2020,H05
0,5/16/2020,H44
0,5/17/2020,H44
0,5/18/2020,H44
0,5/19/2020,H44
0,5/20/2020,H44
0,5/21/2020,H44
0,5/22/2020,H44
0,5/23/2020,H44
0,5/24/2020,H44
0,5/25/2020,H44
0,5/26/2020,H44
0,5/27/2020,H44
0,5/28/2020,H44
0,5/29/2020,H44
0,5/30/2020,H44
0,5/31/2020,H44
0,6/1/2020,H44
0,6/10/2020,H44
0,6/11/2020,H44
0,6/12/2020,H44
0,6/13/2020,H44
0,6/2/2020,H44
0,6/3/2020,H44
0,6/4/2020,H44
0,6/5/2020,H44
0,6/6/2020,H44
0,6/7/2020,H44
0,6/8/2020,H44
0,6/9/2020,H44
0,5/10/2020,H11
0,5/11/2020,H11
0,5/12/2020,H11
0,5/13/2020,H11
0,5/14/2020,H11
0,5/15/2020,H11
0,5/16/2020,H11
0,5/17/2020,H11
0,5/18/2020,H11
0,5/19/2020,H11
0,5/20/2020,H11
0,5/21/2020,H11
0,5/22/2020,H11
0,5/23/2020,H11
0,5/24/2020,H11
0,5/25/2020,H11
0,5/26/2020,H11
0,5/27/2020,H11
0,5/28/2020,H11
0,5/29/2020,H11
0,5/30/2020,H11
0,5/31/2020,H11
0,5/9/2020,H11
0,6/1/2020,H11
0,6/2/2020,H11
1,5/7/2020,H05
3,5/8/2020,H01
1,5/10/2020,H31
2,5/11/2020,H31
3,5/12/2020,H31
8,5/13/2020,H31
2,5/14/2020,H31
3,5/15/2020,H31
2,5/16/2020,H31
3,5/17/2020,H31
0,5/18/2020,H31
1,5/19/2020,H31
1,5/20/2020,H31
4,5/21/2020,H31
1,5/22/2020,H31
1,5/23/2020,H31
2,5/24/2020,H31
3,5/25/2020,H31
1,5/26/2020,H31
3,5/27/2020,H31
4,5/28/2020,H31
0,5/29/2020,H31
3,5/30/2020,H31
6,5/31/2020,H31
4,5/8/2020,H31
2,5/9/2020,H31
1,5/10/2020,H03
1,5/11/2020,H03
0,5/12/2020,H03
3,5/13/2020,H03
2,5/14/2020,H03
5,5/15/2020,H03
0,5/8/2020,H05
0,6/3/2020,H11
1,5/10/2020,H05
0,6/3/2020,H34
2,5/9/2020,H01
1,5/9/2020,H05
0,6/1/2020,H04
3,5/10/2020,H01
4,5/12/2020,H01
2,5/11/2020,H01
0,6/2/2020,H04
1,5/12/2020,H30
2,5/13/2020,H30
0,5/14/2020,H30
0,5/15/2020,H30
3,5/16/2020,H30
0,5/17/2020,H30
2,5/18/2020,H30
3,5/19/2020,H30
6,5/20/2020,H30
2,5/21/2020,H30
0,6/3/2020,H04
3,5/12/2020,H05
0,5/11/2020,H05
3,5/13/2020,H22
1,5/14/2020,H22
4,5/15/2020,H22
2,5/16/2020,H22
2,5/17/2020,H22
3,5/18/2020,H22
2,5/19/2020,H22
5,5/20/2020,H22
4,5/21/2020,H22
5,5/22/2020,H22
0,5/13/2020,H01
1,5/14/2020,H01
7,5/16/2020,H01
6,5/13/2020,H05
1,5/14/2020,H05
1,5/15/2020,H01
0,6/4/2020,H04
0,6/5/2020,H04
0,6/6/2020,H04
0,6/7/2020,H04
0,6/8/2020,H04
0,6/9/2020,H04
0,6/10/2020,H04
0,6/11/2020,H04
0,6/12/2020,H04
0,6/13/2020,H04
0,6/14/2020,H04
0,6/15/2020,H04
0,6/16/2020,H04
0,6/17/2020,H04
0,6/18/2020,H04
0,6/19/2020,H04
0,6/20/2020,H04
0,6/21/2020,H04
0,6/22/2020,H04
9,5/15/2020,H05
0,6/1/2020,H42
0,6/2/2020,H42
0,6/3/2020,H42
0,6/4/2020,H42
0,6/5/2020,H42
0,6/6/2020,H42
0,6/7/2020,H42
0,6/8/2020,H42
0,6/9/2020,H42
0,6/10/2020,H42
0,6/11/2020,H42
0,6/12/2020,H42
0,6/13/2020,H42
0,6/14/2020,H42
0,6/15/2020,H42
0,6/16/2020,H42
0,6/17/2020,H42
0,6/18/2020,H42
0,6/19/2020,H42
0,6/20/2020,H42
0,6/21/2020,H42
0,6/22/2020,H42
0,6/1/2020,H16
0,6/2/2020,H16
2,6/3/2020,H16
0,6/4/2020,H16
0,6/5/2020,H16
0,6/6/2020,H16
1,6/7/2020,H16
0,6/8/2020,H16
0,6/9/2020,H16
0,6/10/2020,H16
0,6/11/2020,H16
0,6/12/2020,H16
0,6/13/2020,H16
0,6/14/2020,H16
0,6/15/2020,H16
1,6/16/2020,H16
0,6/17/2020,H16
0,6/18/2020,H16
1,6/19/2020,H16
0,6/20/2020,H16
0,6/21/2020,H16
0,6/22/2020,H16
5,5/26/2020,H01
4,5/31/2020,H01
0,5/31/2020,H34
0,5/31/2020,H18
0,5/29/2020,H32
0,5/30/2020,H32
0,5/31/2020,H32
0,5/29/2020,H41
0,5/30/2020,H41
0,5/31/2020,H41
0,5/29/2020,H39
0,5/30/2020,H39
0,5/31/2020,H39
0,5/29/2020,H43
0,5/30/2020,H43
0,5/31/2020,H43
0,5/29/2020,H38
0,5/30/2020,H38
0,5/31/2020,H38
6,6/4/2020,H01
12,6/12/2020,H01
5,6/6/2020,H05
2,5/22/2020,H05
10,5/27/2020,H05
8,5/29/2020,H05
0,6/1/2020,H34
0,6/1/2020,H18
0,6/1/2020,H32
0,6/1/2020,H41
0,6/1/2020,H39
0,6/1/2020,H43
0,6/1/2020,H38
2,6/5/2020,H30
0,6/6/2020,H30
2,6/7/2020,H30
2,6/8/2020,H30
2,6/9/2020,H30
0,6/10/2020,H30
2,6/11/2020,H30
2,6/12/2020,H30
2,6/13/2020,H30
2,6/3/2020,H03
1,6/4/2020,H03
4,6/5/2020,H03
0,6/6/2020,H03
2,6/7/2020,H03
2,6/8/2020,H03
0,5/23/2020,H01
0,6/1/2020,H25
0,6/2/2020,H25
0,6/3/2020,H25
0,6/4/2020,H25
1,6/5/2020,H25
0,6/6/2020,H25
0,6/7/2020,H25
0,6/8/2020,H25
0,6/9/2020,H25
0,6/10/2020,H25
0,6/11/2020,H25
0,6/12/2020,H25
3,6/13/2020,H25
0,6/14/2020,H25
0,6/15/2020,H25
1,6/16/2020,H25
0,6/17/2020,H25
1,6/18/2020,H25
7,6/19/2020,H25
1,6/20/2020,H25
1,6/21/2020,H25
2,6/22/2020,H25
0,6/1/2020,H53
0,6/2/2020,H53
0,6/3/2020,H53
0,6/4/2020,H53
0,6/5/2020,H53
2,6/6/2020,H53
0,6/7/2020,H53
0,6/8/2020,H53
0,6/9/2020,H53
1,6/10/2020,H53
0,6/11/2020,H53
0,6/12/2020,H53
0,6/13/2020,H53
0,6/14/2020,H53
0,6/15/2020,H53
0,6/16/2020,H53
1,6/17/2020,H53
0,6/18/2020,H53
0,6/19/2020,H53
1,6/20/2020,H53
1,6/21/2020,H53
1,6/22/2020,H53
1,6/1/2020,H19
0,6/2/2020,H19
2,6/3/2020,H19
1,6/4/2020,H19
1,6/5/2020,H19
4,6/6/2020,H19
4,5/21/2020,H01
2,5/22/2020,H01
2,5/23/2020,H05
2,5/29/2020,H01
4,6/2/2020,H05
3,6/12/2020,H05
2,6/5/2020,H05
6,6/14/2020,H01
0,6/13/2020,H05
0,6/14/2020,H44
0,6/12/2020,H11
0,6/13/2020,H11
0,6/14/2020,H11
0,6/12/2020,H34
0,6/13/2020,H34
0,6/14/2020,H34
0,6/12/2020,H18
0,6/13/2020,H18
0,6/14/2020,H18
0,6/14/2020,H23
0,6/12/2020,H32
0,6/13/2020,H32
0,6/14/2020,H32
0,6/12/2020,H35
0,6/13/2020,H35
0,6/14/2020,H35
0,6/12/2020,H41
3,5/28/2020,H01
9,6/2/2020,H01
1,6/11/2020,H14
1,6/12/2020,H14
2,6/13/2020,H14
1,6/14/2020,H14
,6/15/2020,H14
,6/16/2020,H14
,6/17/2020,H14
2,6/18/2020,H14
2,6/19/2020,H14
2,6/20/2020,H14
,6/21/2020,H14
1,6/22/2020,H14
2,5/17/2020,H01
2,5/17/2020,H05
4,6/1/2020,H01
6,6/3/2020,H01
3,6/7/2020,H01
2,6/9/2020,H05
0,6/10/2020,H11
0,6/10/2020,H34
0,6/10/2020,H18
0,6/10/2020,H32
0,6/10/2020,H35
0,6/10/2020,H41
0,6/10/2020,H39
0,6/10/2020,H43
1,6/2/2020,H30
2,6/3/2020,H30
3,6/4/2020,H30
4,5/23/2020,H22
7,5/24/2020,H22
6,5/25/2020,H22
3,5/26/2020,H22
4,5/27/2020,H22
4,5/28/2020,H22
5,5/29/2020,H22
2,5/30/2020,H22
4,5/31/2020,H22
8,6/1/2020,H22
0,6/2/2020,H22
2,6/3/2020,H22
5,6/4/2020,H22
0,6/4/2020,H11
0,6/4/2020,H34
0,6/4/2020,H18
0,6/4/2020,H32
0,6/4/2020,H41
0,6/4/2020,H39
0,6/4/2020,H43
0,6/4/2020,H38
3,6/7/2020,H05
0,6/8/2020,H11
0,6/8/2020,H34
0,6/8/2020,H18
0,6/8/2020,H32
0,6/8/2020,H35
0,6/8/2020,H41
0,6/8/2020,H39
0,6/8/2020,H43
0,6/8/2020,H38
3,5/16/2020,H03
2,5/17/2020,H03
2,5/18/2020,H03
2,5/19/2020,H03
4,5/20/2020,H03
5,5/21/2020,H03
5,5/22/2020,H03
2,5/23/2020,H03
2,5/24/2020,H03
6,5/25/2020,H03
11,5/26/2020,H03
6,5/27/2020,H03
2,5/28/2020,H03
1,5/29/2020,H03
6,5/30/2020,H03
3,5/31/2020,H03
5,6/1/2020,H03
2,6/2/2020,H03
1,6/1/2020,H13
1,6/2/2020,H13
1,6/3/2020,H13
0,6/4/2020,H13
0,6/5/2020,H13
1,6/6/2020,H13
0,6/7/2020,H13
0,6/8/2020,H13
1,6/9/2020,H13
0,6/10/2020,H13
0,6/11/2020,H13
0,6/12/2020,H13
0,6/13/2020,H13
0,6/14/2020,H13
1,6/15/2020,H13
0,6/16/2020,H13
3,6/17/2020,H13
2,6/18/2020,H13
1,6/19/2020,H13
1,6/20/2020,H13
1,6/21/2020,H13
5,6/22/2020,H13
0,6/1/2020,H48
0,6/2/2020,H48
0,6/3/2020,H48
0,6/4/2020,H48
0,6/5/2020,H48
0,6/6/2020,H48
0,6/7/2020,H48
0,6/8/2020,H48
0,6/9/2020,H48
0,6/10/2020,H48
0,6/11/2020,H48
0,6/12/2020,H48
0,6/13/2020,H48
0,6/14/2020,H48
0,6/15/2020,H48
0,6/16/2020,H48
0,6/17/2020,H48
0,6/18/2020,H48
0,6/19/2020,H48
0,6/20/2020,H48
0,6/21/2020,H48
0,6/22/2020,H48
0,6/1/2020,H27
1,6/2/2020,H27
1,6/3/2020,H27
0,6/4/2020,H27
0,6/5/2020,H27
1,6/6/2020,H27
0,6/7/2020,H27
0,6/8/2020,H27
0,6/9/2020,H27
0,6/10/2020,H27
0,6/11/2020,H27
1,6/12/2020,H27
0,6/13/2020,H27
0,6/14/2020,H27
2,6/15/2020,H27
2,6/16/2020,H27
0,6/17/2020,H27
0,6/18/2020,H27
0,6/19/2020,H27
1,6/20/2020,H27
1,6/21/2020,H27
0,6/22/2020,H27
0,5/25/2020,H32
0,5/25/2020,H39
0,5/25/2020,H43
0,5/25/2020,H38
5,5/26/2020,H05
0,6/7/2020,H19
0,6/8/2020,H19
2,6/9/2020,H19
0,6/10/2020,H19
2,6/11/2020,H19
1,6/12/2020,H19
1,6/13/2020,H19
2,6/14/2020,H19
1,6/15/2020,H19
2,6/16/2020,H19
0,6/17/2020,H19
0,6/18/2020,H19
0,6/19/2020,H19
3,6/20/2020,H19
0,6/21/2020,H19
2,6/22/2020,H19
2,6/1/2020,H24
8,6/2/2020,H24
3,6/3/2020,H24
3,6/4/2020,H24
3,6/5/2020,H24
3,6/6/2020,H24
4,6/7/2020,H24
1,6/8/2020,H24
3,6/9/2020,H03
2,6/10/2020,H03
3,6/11/2020,H03
1,6/12/2020,H03
0,6/13/2020,H03
,6/5/2020,H09
1,6/6/2020,H09
,6/7/2020,H09
2,6/8/2020,H09
,6/9/2020,H09
1,6/10/2020,H09
1,6/11/2020,H09
1,6/12/2020,H09
,6/13/2020,H09
,6/14/2020,H09
,6/15/2020,H09
1,6/16/2020,H09
,6/17/2020,H09
1,6/18/2020,H09
1,6/19/2020,H09
,6/20/2020,H09
,6/21/2020,H09
,6/22/2020,H09
0,5/25/2020,H05
0,5/26/2020,H32
0,5/26/2020,H39
0,5/26/2020,H43
0,5/26/2020,H38
0,6/3/2020,H18
0,6/2/2020,H34
0,6/2/2020,H18
0,6/2/2020,H32
0,6/2/2020,H41
0,6/2/2020,H39
0,6/2/2020,H43
0,6/2/2020,H38
0,6/3/2020,H32
0,6/3/2020,H41
0,6/3/2020,H39
0,6/3/2020,H43
0,6/3/2020,H38
2,6/4/2020,H05
2,5/18/2020,H05
1,6/9/2020,H24
0,5/19/2020,H05
1,6/10/2020,H24
1,6/11/2020,H24
2,6/12/2020,H24
4,6/13/2020,H24
3,6/14/2020,H24
3,6/15/2020,H24
7,6/16/2020,H24
5,6/17/2020,H24
6,6/18/2020,H24
1,6/19/2020,H24
3,6/20/2020,H24
3,6/21/2020,H24
5,6/22/2020,H24
0,6/1/2020,H21
0,6/2/2020,H21
0,6/3/2020,H21
0,6/4/2020,H21
0,6/5/2020,H21
0,6/6/2020,H21
0,6/7/2020,H21
0,6/8/2020,H21
0,6/9/2020,H21
0,6/10/2020,H21
0,6/11/2020,H21
0,6/12/2020,H21
0,6/13/2020,H21
0,6/14/2020,H21
0,6/15/2020,H21
0,6/16/2020,H21
0,6/17/2020,H21
0,6/18/2020,H21
0,6/19/2020,H21
0,6/20/2020,H21
0,6/21/2020,H21
0,6/22/2020,H21
0,5/19/2020,H38
0,5/20/2020,H05
0,5/24/2020,H32
0,5/23/2020,H43
0,5/24/2020,H43
0,5/22/2020,H38
0,5/23/2020,H38
0,5/24/2020,H38
2,5/21/2020,H05
8,5/27/2020,H01
0,6/5/2020,H11
0,6/6/2020,H11
0,6/7/2020,H11
0,6/5/2020,H34
0,6/6/2020,H34
0,6/7/2020,H34
0,6/5/2020,H18
0,6/6/2020,H18
0,6/7/2020,H18
0,6/5/2020,H32
0,6/6/2020,H32
0,6/7/2020,H32
0,6/7/2020,H35
0,6/5/2020,H41
0,6/6/2020,H41
0,6/7/2020,H41
0,6/5/2020,H39
0,6/6/2020,H39
0,6/7/2020,H39
0,6/5/2020,H43
2,5/18/2020,H01
3,5/19/2020,H01
0,5/27/2020,H32
0,5/27/2020,H39
0,5/27/2020,H43
0,5/27/2020,H38
1,5/30/2020,H05
3,6/5/2020,H22
1,6/6/2020,H22
1,6/7/2020,H22
2,6/8/2020,H22
2,6/9/2020,H22
4,6/10/2020,H22
3,6/11/2020,H22
7,6/12/2020,H22
2,6/13/2020,H22
8,6/14/2020,H22
11,6/15/2020,H22
9,6/16/2020,H22
8,6/17/2020,H22
7,6/18/2020,H22
2,6/19/2020,H22
2,6/20/2020,H22
6,6/21/2020,H22
,6/22/2020,H22
10,6/8/2020,H01
0,6/6/2020,H43
0,6/7/2020,H43
0,6/5/2020,H38
0,6/6/2020,H38
0,6/7/2020,H38
5,5/30/2020,H01
3,6/1/2020,H31
1,6/2/2020,H31
2,6/3/2020,H31
1,6/4/2020,H31
1,6/5/2020,H31
0,6/6/2020,H31
0,6/7/2020,H31
3,6/8/2020,H31
5,6/9/2020,H31
1,6/10/2020,H31
1,6/11/2020,H31
4,6/12/2020,H31
1,6/13/2020,H31
1,6/14/2020,H31
1,6/15/2020,H31
3,6/16/2020,H31
1,6/17/2020,H31
2,6/18/2020,H31
2,6/19/2020,H31
5,6/20/2020,H31
7,6/5/2020,H01
3,6/5/2020,H14
1,6/6/2020,H14
1,6/7/2020,H14
3,6/8/2020,H14
1,6/9/2020,H14
,6/10/2020,H14
0,5/20/2020,H38
0,5/21/2020,H38
5,5/22/2020,H30
5,5/23/2020,H30
0,5/24/2020,H30
1,5/25/2020,H30
0,5/26/2020,H30
2,5/27/2020,H30
2,5/28/2020,H30
0,5/29/2020,H30
2,5/30/2020,H30
1,5/31/2020,H30
5,6/1/2020,H30
5,5/20/2020,H01
1,6/5/2020,H46
6,6/6/2020,H46
2,6/7/2020,H46
1,6/8/2020,H46
,6/9/2020,H46
3,6/10/2020,H46
6,6/11/2020,H46
3,6/12/2020,H46
4,6/13/2020,H46
3,6/14/2020,H46
,6/15/2020,H46
,6/16/2020,H46
7,6/17/2020,H46
4,6/18/2020,H46
5,6/19/2020,H46
5,6/20/2020,H46
5,6/21/2020,H46
4,6/22/2020,H46
12,5/28/2020,H05
,6/5/2020,H12
,6/6/2020,H12
,6/7/2020,H12
,6/8/2020,H12
,6/9/2020,H12
,6/10/2020,H12
,6/11/2020,H12
,6/12/2020,H12
,6/13/2020,H12
,6/14/2020,H12
,6/15/2020,H12
,6/16/2020,H12
,6/17/2020,H12
,6/18/2020,H12
,6/19/2020,H12
,6/20/2020,H12
,6/21/2020,H12
,6/22/2020,H12
1,5/24/2020,H01
2,5/24/2020,H05
0,5/28/2020,H32
0,5/28/2020,H39
0,5/28/2020,H43
0,5/28/2020,H38
2,6/1/2020,H05
2,6/3/2020,H05
4,6/6/2020,H01
0,6/10/2020,H38
4,5/31/2020,H05
0,6/11/2020,H11
0,5/16/2020,H05
0,6/11/2020,H34
0,6/11/2020,H18
0,6/11/2020,H32
0,6/11/2020,H35
0,6/11/2020,H41
0,6/11/2020,H39
0,6/11/2020,H43
0,6/11/2020,H38
19,6/13/2020,H01
0,6/13/2020,H41
0,6/14/2020,H41
0,6/12/2020,H39
0,6/13/2020,H39
0,6/14/2020,H39
0,6/12/2020,H43
0,6/13/2020,H43
0,6/14/2020,H43
0,6/12/2020,H38
0,6/13/2020,H38
0,6/14/2020,H38
0,6/12/2020,H02
0,6/13/2020,H02
0,6/14/2020,H02
2,6/14/2020,H30
1,6/15/2020,H30
2,6/16/2020,H30
1,6/17/2020,H30
1,6/18/2020,H30
2,6/19/2020,H30
3,6/20/2020,H30
1,6/21/2020,H30
,6/22/2020,H30
